Date,Amazon Close,Apple Close
10/19/2018,1764.030029,53.459282
10/18/2018,1770.719971,52.657307
10/17/2018,1831.72998,53.917561
10/16/2018,1819.959961,54.151566
10/15/2018,1760.949951,52.983948
10/12/2018,1788.609985,54.141819
10/11/2018,1719.359985,52.274609
10/10/2018,1755.25,52.740185
10/9/2018,1870.319946,55.302128
10/8/2018,1864.420044,54.546471
10/5/2018,1889.650024,54.673214
10/4/2018,1909.420044,55.575134
10/3/2018,1952.76001,56.569679
10/2/2018,1971.310059,55.889587
10/1/2018,2004.359985,55.397186
9/28/2018,2003,55.026672
9/27/2018,2012.97998,54.834099
9/26/2018,1974.849976,53.729858
9/25/2018,1974.550049,54.16132
9/24/2018,1934.359985,53.820053
9/21/2018,1915.01001,53.057083
9/20/2018,1944.300049,53.6348
9/19/2018,1926.420044,53.230145
9/18/2018,1941.050049,53.198463
9/17/2018,1908.030029,53.11071
9/14/2018,1970.189941,54.563526
9/13/2018,1989.869995,55.189991
9/12/2018,1990,53.888309
9/11/2018,1987.150024,54.565971
9/10/2018,1939.01001,53.220398
9/7/2018,1952.069946,53.944374
9/6/2018,1958.310059,54.383144
9/5/2018,1994.819946,55.302128
9/4/2018,2039.51001,55.665325
